fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist
-0.5393531869283571,-0.29903813100022336,-0.15621191903963644,-0.028003932268339284,0.3016634837680087,0.5469975663267926,0.1035522715520564,-0.5985554814128848,-0.8049933310741427,-0.759597571219641
-0.26664294507190334,-0.12832558596595606,0.7880385166855879,-0.24818787489970892,-0.4157455919799177,0.5692024209991655,0.3014489681666451,0.2909010472035251,-1.01101353950552,-0.07554270499014974
0.31373048472371207,-0.05191954711291659,0.6011821299214538,-0.8065699825157382,-0.850347311671042,-0.5250752172616125,0.9752057376536231,0.7667477234706015,-0.8326790866094065,1.523146566103195
-0.27212004423091746,-0.4173161269766447,-0.4003341678086689,0.04466223242141783,-0.07511181168146915,0.2350146915119864,0.34559619659011814,0.471297011457108,-0.5116808901213039,0.27824770406469823
1.1313421775298438,0.7063001558462401,1.1373602749154714,-1.163890822418755,-0.9569647813665776,-0.8188173597207951,1.050306295924939,-1.2469170014621445,1.6602265350086804,1.006820043533989
0.6863201683189488,0.5398652960190764,1.8690907338669593,-1.4343400819783778,-1.3852417359062716,0.4883740348394564,1.2472133028711072,-0.8032579745349678,-0.9273261832909947,0.6379598301454804
-0.6248561321294598,-0.12306074263413594,-0.15112162019475614,-0.39734473926289504,-0.5259772131905563,0.8013072129493737,-0.4571461990077151,0.3807698483837978,-0.9835187202153269,0.49285362557656875
-0.6146366377228529,-0.6246961121323176,-0.69154168089284,0.5637062659196835,0.517609036795407,0.2173220805212214,0.09406774556302633,0.3468666136729896,-1.0007144384464017,-0.6458298011833552
-0.7834004961889149,-0.706685078601808,-0.8236773550745145,1.4739455920334845,1.9271281276855396,0.0029625056370432643,0.07907708895841851,0.4866027240799179,1.927449447435047,-2.162458503118632
-0.2844464798544708,-0.61294344623639,-0.6020372595370354,-0.4705572660931766,-0.5458550465236224,0.09413562195210465,0.39951857415922093,-0.22267889610100922,-0.9609233249736501,0.05943918718161494
3.2685010553493496,2.109452198529753,1.3615455198753912,-1.2212588471738264,-1.153936038939686,-3.3260873917209173,-2.5973088698975966,-2.511457197782027,1.8166758754947807,0.8699876147916207
